Time,Sample,P1,P2,P3,P4,P5,P6,P7,P8,P9
27.125,434,17.5,7.92,14.6,4.39,54.4,0.579,1.66,0.636,10.5
27.1875,435,16,8.45,12.5,4.37,54,0.551,1.39,0.668,10.5
27.25,436,16.2,9.75,13.3,4.57,54.4,0.544,1.49,0.607,10.5
27.3125,437,16.4,12.1,13.3,4.44,54.4,0.561,1.72,0.633,10.5
27.375,438,15.9,13.5,11.6,4.47,53.9,0.559,1.76,0.658,10.5
27.4375,439,19.5,10.8,12,4.55,54.3,0.556,1.42,0.564,10.5
27.5,440,18.9,5.56,17.9,4.22,54.2,0.553,1.72,0.708,10.6
27.5625,441,15.1,5.52,18.4,4.02,54.2,0.548,1.75,0.653,10.5
27.625,442,16.3,9.49,10.8,4.46,54.3,0.553,1.35,0.66,10.5
27.6875,443,15.8,11.3,7.5,4.62,54.1,0.565,1.36,0.666,10.5
27.75,444,18.3,8.56,7.46,4.54,54.2,0.556,1.21,0.617,10.5
27.8125,445,17.7,4.95,6.82,4.4,54.5,0.546,1.34,0.674,10.6
27.875,446,14.9,4.06,6.64,4.44,54.2,0.56,1.56,0.587,10.5
27.9375,447,16,3.97,7.3,4.91,53.7,0.561,1.38,0.641,10.5
28,448,17,3.81,9.83,4.82,54.2,0.552,1.42,0.614,10.5
28.0625,449,19.3,3.97,9.08,4.33,54.5,0.54,1.7,0.599,10.5
28.125,450,18.3,4.23,6.71,3.97,54.2,0.554,1.81,0.608,10.5
28.1875,451,16.8,4.13,7.4,4.37,54,0.557,1.99,0.606,10.5
28.25,452,17.2,4.03,10.3,4.51,54.1,0.551,1.82,0.636,10.5
28.3125,453,16.3,4.02,11.6,4.4,54.3,0.558,1.5,0.591,10.5
28.375,454,15.8,3.93,8.8,4.25,54.1,0.553,1.46,0.63,10.5
28.4375,455,15.5,3.97,4.42,4.36,54.1,0.558,1.61,0.638,10.5
28.5,456,17.1,3.9,4.15,5.08,54.3,0.553,1.95,0.609,10.9
28.5625,457,16.4,4.3,5.78,4.68,54.2,0.538,1.76,0.617,10.9
28.625,458,14.9,4.28,5.96,4.39,54.4,0.56,1.36,0.602,10.5
28.6875,459,18.3,4.1,8.41,4.66,53.8,0.561,1.47,0.615,10.5
28.75,460,20.2,5.03,8.3,4.34,53.8,0.551,1.47,0.598,10.5
28.8125,461,17,4.75,9.3,4.8,54.2,0.553,1.46,0.599,10.5
28.875,462,17.4,3.88,9.18,4.62,54.3,0.553,1.39,0.638,10.5
28.9375,463,17.1,4.15,8.75,5.02,54.3,0.567,1.39,0.589,10.5
29,464,13.6,4.35,10.9,5.71,53.9,0.561,1.38,0.629,10.5
29.0625,465,13.3,4.38,7.73,4.92,54.2,0.552,1.27,0.655,10.5
29.125,466,15.6,4.25,4.9,4.29,54.3,0.563,1.59,0.565,10.5
29.1875,467,17,4.09,15.9,4.48,54.1,0.561,1.62,0.628,10.5
29.25,468,18.9,4.23,16.4,4.63,54.4,0.551,1.65,0.634,10.5
29.3125,469,20.9,4.36,8.37,5.34,54.2,0.551,1.78,0.57,10.5
29.375,470,18.6,4.03,7.92,5.72,53.9,0.553,1.65,0.647,10.5
29.4375,471,17.1,3.83,12.5,4.92,54.3,0.559,1.47,0.62,10.5
29.5,472,15.7,3.99,18.8,4.8,54.5,0.553,1.44,0.616,10.5
29.5625,473,17.7,6.02,16.3,5.2,54.1,0.543,1.45,0.606,10.5
29.625,474,18.5,6.02,8.17,4.87,54,0.556,1.52,0.602,10.5
29.6875,475,16.5,4.13,7.02,5.35,54.3,0.567,1.68,0.611,10.5
29.75,476,14.9,4.1,5.98,5.27,54.1,0.556,1.74,0.618,10.5
29.8125,477,13.4,3.87,5.83,4.82,54.2,0.55,1.72,0.61,10.5
29.875,478,14.5,3.75,6.39,4.7,54.3,0.55,1.47,0.607,10.5
29.9375,479,16.1,3.8,6.92,4.46,54.2,0.565,1.41,0.634,10.5
30,480,16.4,3.82,7.39,4.68,54.5,0.567,1.73,0.637,10.5
30.0625,481,14.5,3.99,7.71,4.57,54.2,0.548,2.01,0.593,10.6
30.125,482,14.8,3.96,8.19,4.32,53.9,0.535,1.92,0.661,10.5
30.1875,483,14.7,3.82,7.55,4.66,54.3,0.54,1.79,0.652,10.5
30.25,484,15.6,3.79,6.48,4.73,54.2,0.545,1.54,0.629,10.5
30.3125,485,16.5,3.88,5.21,4.11,54.2,0.556,1.79,0.652,10.5
30.375,486,16.9,3.98,6.02,4.78,54.3,0.543,1.78,0.558,10.5
30.4375,487,18.3,3.83,5.66,4.81,54.3,0.548,1.31,0.64,10.6
30.5,488,17,3.87,3.95,4.38,54.1,0.572,1.44,0.612,10.5
30.5625,489,18.7,3.91,3.55,4.64,54.2,0.544,1.42,0.589,10.5
30.625,490,19.4,3.81,3.29,4.3,54.3,0.546,1.58,0.643,10.5
30.6875,491,15,3.79,5.06,4.83,54.1,0.55,1.61,0.604,10.5
30.75,492,15.1,3.69,7.4,4.75,54,0.545,1.47,0.638,10.5
30.8125,493,17.1,3.89,6.73,4.45,54.3,0.558,1.61,0.655,10.5
30.875,494,17.8,3.97,3.7,4.74,54.2,0.545,1.63,0.608,10.5
30.9375,495,17.5,3.8,3.02,4.43,54,0.549,1.38,0.629,10.5
31,496,15.8,3.95,3.6,4.61,54.4,0.565,1.3,0.585,10.5
31.0625,497,14.2,3.77,4.03,4.64,54.1,0.558,1.77,0.628,10.5
31.125,498,13.7,3.76,3.92,4.12,54.2,0.551,1.71,0.613,10.5
31.1875,499,19.5,3.96,4.56,4.39,54.2,0.545,1.5,0.591,10.5
31.25,500,20.4,3.76,5.01,4.39,53.8,0.555,1.71,0.611,10.5
31.3125,501,14.5,3.8,7.52,4.41,54.2,0.555,1.64,0.597,10.5
31.375,502,14.3,3.76,7.46,4.58,54.1,0.563,1.44,0.617,10.5
31.4375,503,15.2,3.85,7.43,4.21,54.3,0.554,1.34,0.59,10.5
31.5,504,16.3,3.93,7.68,4.57,54.3,0.544,1.66,0.612,10.5
31.5625,505,18.4,3.81,8.73,4.57,54.1,0.556,1.75,0.634,10.5
31.625,506,18.1,3.86,11.5,4.27,54,0.543,1.99,0.607,10.5
31.6875,507,16.4,3.96,8.7,4.38,54.4,0.568,1.98,0.596,10.5
31.75,508,16.7,3.87,4.8,4.52,54.3,0.568,1.6,0.61,10.5
31.8125,509,16.8,3.84,5.26,4.54,53.9,0.544,1.72,0.602,10.5
31.875,510,16.1,3.95,4.89,4.43,54.2,0.546,1.8,0.594,10.5
31.9375,511,15.2,3.8,6.41,4.3,54.3,0.543,1.68,0.586,10.5
32,512,16.8,3.89,6.22,4.2,54.2,0.558,1.86,0.587,10.5
32.0625,513,18.4,4.06,5.36,4.33,54.2,0.575,1.91,0.592,10.5
32.125,514,19.6,3.92,6.93,4.67,54.4,0.549,1.63,0.586,10.5
32.1875,515,19.5,4,8.13,4.57,54.1,0.552,1.41,0.624,10.5
32.25,516,17.7,3.89,8.38,4.22,54.2,0.561,1.31,0.588,10.5
32.3125,517,17.1,3.57,7.04,4.44,54.5,0.545,1.65,0.619,10.5
32.375,518,15.8,3.75,6.11,4.63,54.3,0.54,1.79,0.648,10.5
32.4375,519,18,3.94,6.63,4.38,53.9,0.545,1.65,0.612,10.5
32.5,520,18,3.72,6.02,4.84,54.3,0.552,1.35,0.578,10.5
32.5625,521,15.9,3.8,4.98,4.99,54.6,0.559,1.17,0.654,10.5
32.625,522,16.3,3.87,4.38,4.66,53.9,0.546,1.44,0.617,10.5
32.6875,523,17.6,3.78,3.71,4.85,53.9,0.549,1.78,0.603,10.5
32.75,524,18,3.85,3.03,4.5,54.2,0.569,1.81,0.651,10.4
32.8125,525,16.4,3.78,3.37,4.57,54.1,0.547,1.59,0.582,10.5
32.875,526,15.1,3.85,4.79,4.66,54.2,0.552,1.45,0.604,10.5
32.9375,527,16.3,3.94,5.34,4.17,54,0.559,1.4,0.615,10.5
33,528,20.2,3.84,4.46,4.47,54.3,0.548,1.39,0.582,10.5
33.0625,529,21.2,3.68,3.78,4.63,54.5,0.56,1.64,0.636,10.5
33.125,530,18.7,3.74,4.55,4.21,54,0.55,1.6,0.614,10.5
33.1875,531,16.4,3.93,4.52,4.4,53.9,0.546,1.52,0.622,10.5
33.25,532,17.8,3.93,3.75,4.43,54.2,0.565,1.49,0.636,10.5
33.3125,533,18.3,3.83,4.32,4.65,54,0.566,1.72,0.564,10.5
33.375,534,16.3,3.75,3.93,5.12,54.3,0.555,1.91,0.657,10.5
33.4375,535,16.3,3.67,3.71,4.66,54.3,0.555,1.62,0.615,10.5
33.5,536,15.2,3.82,4.51,4.35,53.9,0.554,1.79,0.595,10.6
33.5625,537,13.8,3.79,4.6,4.23,54.3,0.561,1.75,0.598,10.5
33.625,538,14,3.87,4.21,4.37,54.3,0.575,1.48,0.587,10.5
33.6875,539,17.9,3.88,3.78,4.54,54.2,0.555,1.46,0.616,10.5
33.75,540,18.8,3.7,3.97,4.15,54.1,0.532,1.45,0.609,10.5
33.8125,541,15.5,3.79,4.12,4.33,54,0.543,1.64,0.601,10.5
33.875,542,14.8,3.98,4.26,4.73,54.2,0.558,1.7,0.616,10.5
33.9375,543,15.8,3.86,4.43,4.55,54.2,0.567,1.62,0.612,10.5
34,544,16.8,3.77,4.28,4.65,54.2,0.568,1.42,0.593,10.5
34.0625,545,16.9,3.91,8.72,4.6,54.1,0.565,1.76,0.58,10.5
34.125,546,18.3,3.95,8.99,4.52,54.3,0.557,1.95,0.586,10.5
34.1875,547,19.7,3.83,8.18,4.6,54.1,0.552,1.51,0.624,10.5
34.25,548,19.4,3.68,10.7,4.34,53.7,0.555,1.63,0.594,10.5
34.3125,549,17.3,3.7,10.5,4.7,54.3,0.551,1.6,0.606,10.5
34.375,550,14.9,3.81,7.87,5.5,54.5,0.56,1.29,0.605,10.5
34.4375,551,16.1,3.79,4.54,4.96,54.2,0.556,1.77,0.623,10.5
34.5,552,15.9,3.94,4.16,4.25,54,0.552,1.93,0.607,10.5
34.5625,553,16.8,4.02,4.33,4.34,54.1,0.56,1.6,0.604,10.5
34.625,554,17.5,3.69,4.59,4.39,54.2,0.546,1.77,0.63,10.5
34.6875,555,17.4,3.72,4.3,4.64,54.2,0.555,1.83,0.626,10.5
34.75,556,16.2,3.83,4.42,4.69,53.9,0.558,1.6,0.628,10.5
34.8125,557,14.5,3.84,9.5,4.62,54.1,0.561,1.63,0.599,10.5
34.875,558,16.7,3.81,12.2,4.32,54.5,0.554,1.52,0.569,10.5
34.9375,559,18.6,3.7,11.4,4.29,54.3,0.546,1.52,0.626,10.5
35,560,18.3,3.8,9.51,4.24,54,0.553,1.58,0.625,10.5
35.0625,561,16,3.9,8.55,4.5,54.1,0.541,1.56,0.592,10.5
35.125,562,14.1,3.84,9.97,4.91,54,0.556,1.41,0.633,10.5
35.1875,563,15.3,3.84,9.48,4.38,53.9,0.559,1.23,0.602,10.5
35.25,564,17.6,3.7,9.57,4.31,54.1,0.547,1.68,0.573,10.5
35.3125,565,16.6,3.67,12.6,4.56,54.2,0.552,1.79,0.601,10.5
35.375,566,17.2,3.77,12.9,4.38,54.1,0.543,1.45,0.586,10.5
35.4375,567,17.8,3.76,9.85,4.35,54,0.57,1.55,0.613,10.5
35.5,568,14.7,3.87,7.14,4.47,54.1,0.586,1.72,0.617,10.5
35.5625,569,15.1,3.87,10.6,4.38,53.9,0.552,1.73,0.625,10.5
35.625,570,15.5,3.84,12.7,4.19,54.3,0.55,1.65,0.607,10.5
35.6875,571,14.2,3.79,8.77,4.67,54.3,0.555,1.85,0.631,10.5
35.75,572,14.4,3.79,4.56,4.37,53.9,0.547,1.82,0.63,10.5
35.8125,573,15.9,3.82,6.06,4.34,54.2,0.556,1.49,0.605,10.5
35.875,574,14.8,3.74,7.57,4.66,54.2,0.559,1.53,0.644,10.5
35.9375,575,14.7,3.92,7.98,4.42,54,0.565,1.67,0.58,10.5
36,576,16,3.98,6.85,4.34,54.2,0.567,1.88,0.614,10.5
36.0625,577,15.3,3.78,8.4,4.53,54.4,0.546,1.72,0.601,10.5
36.125,578,16.3,3.66,8.14,4.65,54.2,0.549,1.51,0.584,10.5
36.1875,579,17.4,3.74,5.91,4.44,54.1,0.552,1.75,0.647,10.5
36.25,580,16.3,3.9,8.31,4.29,54.4,0.543,1.68,0.606,10.5
36.3125,581,15.4,3.86,9.12,4.35,54.3,0.552,1.43,0.588,10.5
36.375,582,15.2,3.65,8.69,4.54,53.8,0.553,1.5,0.627,10.5
36.4375,583,18.4,3.75,8.09,4.35,54,0.551,1.59,0.615,10.5
36.5,584,19.2,3.87,5.86,4.53,54.2,0.538,1.45,0.614,10.5
36.5625,585,17.1,3.94,5.34,4.55,53.9,0.542,1.48,0.615,10.5
36.625,586,17.4,3.8,8.11,4.3,54.1,0.567,1.61,0.598,10.5
36.6875,587,18.6,3.89,11.2,4.33,54.2,0.556,1.72,0.585,10.5
36.75,588,19.2,4.08,11.2,4.12,54,0.543,1.78,0.597,10.5
36.8125,589,17.8,3.93,15.3,4.31,54,0.54,1.56,0.611,10.5
36.875,590,17.4,3.86,20.8,4.86,54.2,0.539,1.54,0.596,10.5
36.9375,591,16.1,3.6,18.1,4.86,54.1,0.552,1.75,0.657,10.5
37,592,14.2,3.86,11.3,4.31,53.9,0.547,1.5,0.621,10.5
37.0625,593,15.1,3.89,9.16,4.22,53.9,0.55,1.32,0.601,10.5
37.125,594,17.2,3.65,7.32,4.34,53.9,0.558,1.44,0.632,10.5
37.1875,595,15.9,3.8,4.82,4.32,54.2,0.543,1.38,0.622,10.5
37.25,596,14.7,3.87,3.24,4.44,54,0.547,1.5,0.627,10.5
37.3125,597,18,4,3.7,4.48,53.8,0.543,1.59,0.602,10.5
37.375,598,19,3.82,4.11,4.09,54.1,0.548,1.49,0.606,10.5
37.4375,599,16.5,3.74,5.07,4.34,54.2,0.559,1.6,0.586,10.5
37.5,600,18,3.71,4.84,4.53,54.2,0.559,1.74,0.608,10.5
37.5625,601,20.2,3.77,3.05,4.16,54,0.556,1.77,0.58,10.5
37.625,602,17.5,3.86,3.03,4.36,53.9,0.555,1.58,0.626,10.5
37.6875,603,15.1,3.73,2.89,4.82,54.3,0.569,1.4,0.633,10.5
37.75,604,15.6,3.75,4.28,4.49,54.2,0.559,1.44,0.616,10.5
37.8125,605,16.7,4.01,4.61,4.23,54.1,0.548,1.42,0.64,10.5
37.875,606,15.4,3.99,5.12,4.77,53.8,0.55,1.49,0.619,10.5
37.9375,607,13.8,3.74,5.13,4.54,53.9,0.544,1.41,0.582,10.5
38,608,14.2,3.7,4.21,4.32,54.2,0.548,1.47,0.627,10.5
38.0625,609,15,3.85,4.28,4.53,53.9,0.55,1.63,0.592,10.5
38.125,610,15.8,3.85,3.86,4.6,54.2,0.554,1.56,0.609,10.5
38.1875,611,16.9,3.58,3.73,4.53,54.3,0.547,1.7,0.639,10.5
38.25,612,16.4,3.8,3.45,4.32,53.6,0.558,1.61,0.589,10.5
38.3125,613,16.4,4,3.56,4.05,54.1,0.572,1.3,0.615,10.5
38.375,614,18.6,3.88,4.42,4.6,54.3,0.551,1.4,0.584,10.5
38.4375,615,18.1,3.71,5.14,4.85,54.2,0.55,1.49,0.669,10.5
38.5,616,14.7,3.71,6.27,4.47,54.2,0.555,1.36,0.643,10.5
38.5625,617,14.9,3.85,10.2,4.29,53.8,0.54,1.3,0.605,10.5
38.625,618,17.3,3.65,9.78,4.44,54.2,0.546,1.26,0.611,10.5
38.6875,619,17.5,3.63,7.6,4.64,54.2,0.553,1.15,0.649,10.5
38.75,620,15.4,3.84,7.24,4.47,53.8,0.545,1.69,0.639,10.5
38.8125,621,15,3.83,6.65,4.56,54.1,0.55,1.74,0.619,10.5
38.875,622,16.7,3.97,7.6,4.55,54.1,0.55,1.59,0.663,10.5
38.9375,623,16.4,3.84,6.29,4.26,54.3,0.545,1.56,0.589,10.5
39,624,16.7,3.76,8.54,4.39,54.3,0.556,1.46,0.646,10.5
39.0625,625,16.3,3.85,8.84,4.27,54.1,0.568,1.51,0.592,10.5
39.125,626,15,3.91,5.78,4.31,54.1,0.558,1.31,0.556,10.5
39.1875,627,16,3.85,5.2,4.7,54.2,0.554,1.4,0.676,10.5
39.25,628,16.6,3.71,7.69,4.41,54.1,0.556,1.5,0.628,10.5
39.3125,629,19.8,3.86,7.03,4.58,54.2,0.552,1.57,0.631,10.5
39.375,630,19.5,4.03,4.04,4.43,54.2,0.561,1.59,0.616,10.5
39.4375,631,19.1,3.92,6.96,4.31,54,0.545,1.48,0.619,10.5
39.5,632,18.7,3.66,7,4.79,54.1,0.54,1.43,0.643,10.5
39.5625,633,17.1,3.65,5.29,4.6,54.3,0.558,1.72,0.641,10.5
39.625,634,16.5,3.7,5.03,4.54,54.3,0.544,1.76,0.63,10.5
39.6875,635,16.1,3.89,5.09,4.37,54.2,0.536,1.56,0.59,10.5
39.75,636,17.1,3.99,4.67,4.49,54.3,0.56,1.75,0.608,10.5
39.8125,637,14.4,3.82,4.76,4.47,54.3,0.566,1.7,0.628,10.5
39.875,638,14.6,3.73,4.86,4.35,54.1,0.535,1.39,0.612,10.5
39.9375,639,19.6,3.78,4.53,4.56,54.1,0.542,1.36,0.657,10.5
40,640,20.1,3.79,4.44,4.32,54.1,0.552,1.65,0.629,10.5
40.0625,641,15.8,3.71,3.2,4.44,54.3,0.548,1.68,0.63,10.5
40.125,642,15.2,3.8,4.46,4.54,54.3,0.562,1.59,0.651,10.5
40.1875,643,17.3,3.9,5.02,4.42,54,0.553,1.63,0.712,10.5
40.25,644,19.6,3.83,4.48,4.58,54,0.546,1.67,0.87,10.5
40.3125,645,19,3.89,3.74,4.6,54.2,0.563,1.56,0.792,10.5
40.375,646,15.4,3.93,2.81,4.28,54.5,0.561,1.43,1.48,10.5
40.4375,647,15.2,3.78,3.86,4.21,54.4,0.539,1.49,1.48,10.5
40.5,648,18.3,3.73,5.1,4.55,53.8,0.534,1.74,1.01,10.5
40.5625,649,18.9,3.77,5.42,4.22,53.8,0.552,1.79,1.29,10.5
40.625,650,16.7,3.72,4.72,4.48,54.1,0.565,1.53,1.85,10.5
40.6875,651,16.1,3.75,3.9,4.67,54.3,0.561,1.56,2.66,10.5
40.75,652,14.7,3.87,4.06,4.23,54.3,0.545,1.59,3.52,10.5
40.8125,653,15.4,3.71,4.69,4.44,54.1,0.526,1.49,2.84,10.5
40.875,654,16.4,3.64,5.47,4.14,54,0.525,1.97,0.703,10.5
40.9375,655,15.6,3.9,4.95,4.19,54.2,0.568,2.02,2.36,10.5
41,656,17.9,3.96,4.11,4.63,54.4,0.569,1.59,2.74,10.5
41.0625,657,18.2,3.71,4.26,4.51,54,0.548,1.54,1.88,10.5
41.125,658,17,3.73,4.79,4.29,53.9,0.555,1.83,1.59,10.5
41.1875,659,14.8,3.78,5.37,4.17,54.4,0.563,1.8,1.53,10.5
41.25,660,14.2,3.83,5.12,4.28,54.1,0.568,1.39,1.36,10.5
41.3125,661,15.8,3.93,4.96,4.63,54,0.541,1.69,1.11,10.5
41.375,662,17.9,3.82,4.83,4.29,54.5,0.545,1.88,0.889,10.5
41.4375,663,18.7,3.61,4.73,4.05,54.3,0.559,1.79,0.904,10.5
41.5,664,16.1,3.81,4.63,4.23,54.1,0.545,1.59,0.884,10.6
41.5625,665,15.4,3.87,4.01,4.19,54.2,0.559,1.48,0.815,10.5
41.625,666,16.2,3.67,4.61,4.33,54.2,0.546,1.45,0.778,10.5
41.6875,667,17.5,3.79,4.89,4.56,54.1,0.533,1.46,0.783,10.5
41.75,668,18.1,3.72,3.81,4.4,54.1,0.553,1.47,0.811,10.5
41.8125,669,18.5,3.73,3.79,4.22,54.2,0.551,1.37,0.71,10.5
41.875,670,18.7,3.71,4.7,4.49,54.1,0.55,1.29,0.668,10.5
41.9375,671,16.4,3.76,4.75,4.47,54.1,0.562,1.4,2.78,10.5
42,672,17.3,3.77,4.2,4.5,54.2,0.56,1.39,6.09,10.5
42.0625,673,17.7,3.58,4.06,4.17,54.3,0.549,1.45,5.47,10.5
42.125,674,15.9,3.93,3.76,4.11,54.1,0.55,1.61,0.635,10.5
42.1875,675,15.9,4.19,4.33,4.6,54,0.556,1.47,0.514,10.5
42.25,676,18.4,3.85,4.95,4.47,54.3,0.553,1.56,0.735,10.5
42.3125,677,18.7,3.56,4.21,4.27,54.2,0.545,1.45,0.747,10.6
42.375,678,17.8,3.8,5.01,4.27,54.3,0.557,1.67,0.567,10.5
42.4375,679,17.3,3.79,4.72,4.27,54.3,0.555,1.82,0.706,10.5
42.5,680,16,3.68,4.45,4.1,54,0.546,1.73,0.913,10.5
42.5625,681,17.1,3.83,4.9,4.31,54,0.549,1.69,1.25,10.6
42.625,682,17.3,3.9,3.69,4.4,54,0.562,1.53,1.08,10.5
42.6875,683,17.9,3.81,5.13,4.48,54.4,0.565,1.7,0.544,10.5
42.75,684,17.9,3.77,5.42,4.72,54.2,0.548,1.47,0.686,10.6
42.8125,685,18.4,3.78,4.38,4.63,54.1,0.539,1.36,0.622,10.6
42.875,686,18.2,3.71,4.68,4.3,54.5,0.55,1.51,0.761,10.5
42.9375,687,16.1,3.78,4.24,4.39,54.2,0.559,1.86,0.79,10.5
43,688,14.5,3.81,4.25,4.51,54.4,0.562,2.17,0.803,10.5
43.0625,689,15.2,3.71,4.23,4.2,54.3,0.551,1.88,1.83,10.5
43.125,690,16,3.79,3.96,4.53,54,0.541,1.48,2.03,10.5
43.1875,691,15.8,3.77,4.01,4.56,54.4,0.551,1.46,1.15,10.5
43.25,692,18.5,3.7,4.12,4.28,54.6,0.559,1.57,0.736,10.6
43.3125,693,19.7,3.75,4.24,4.3,54.2,0.538,1.54,0.877,10.5
43.375,694,18,3.6,4.5,4.59,54.1,0.544,1.55,0.783,10.5
43.4375,695,18.9,3.89,4.68,4.62,54.3,0.556,1.53,0.654,10.5
43.5,696,18.7,4.07,4.01,4.23,54.2,0.544,1.45,0.682,10.5
43.5625,697,17.1,3.75,4.66,4.41,54.3,0.556,1.52,1.56,10.5
43.625,698,16.7,3.56,4.29,4.47,54.1,0.558,1.53,2.9,10.5
43.6875,699,14.8,3.69,3.73,4.52,54.1,0.549,1.43,5.5,10.5
43.75,700,15.9,3.82,4.24,4.17,54.4,0.547,1.5,47.2,10.5
43.8125,701,16,3.72,4.31,4.24,54.3,0.548,1.49,56.1,10.5
43.875,702,15.6,3.68,4.81,4.78,54,0.558,1.41,31,10.5
43.9375,703,15.4,3.71,4.36,4.56,54.3,0.559,1.34,6.94,10.5
44,704,15.3,3.85,3.9,4.47,54.5,0.536,1.58,9.95,10.5
44.0625,705,15.8,4,4.8,4.86,54.1,0.539,1.87,9.43,10.6
44.125,706,15.4,3.84,5.44,4.76,54.1,0.567,1.66,7.88,10.5
44.1875,707,19,3.73,4.87,4.29,54.4,0.551,1.49,9.03,10.5
44.25,708,18.8,3.75,4.58,4.46,54.2,0.548,1.5,65.8,10.5
44.3125,709,14.7,3.77,4.81,4.35,54.1,0.563,1.63,77.5,10.5
44.375,710,15.9,3.91,4.55,4.69,54,0.552,1.71,76.8,10.5
44.4375,711,15.5,3.85,4.12,4.75,54.6,0.565,1.57,82.8,10.6
44.5,712,18.2,3.98,3.77,4.13,54.4,0.56,1.51,57.7,10.5
44.5625,713,19.7,4.05,3.84,4.56,54,0.541,1.6,32.1,10.5
44.625,714,17.9,3.77,3.84,4.91,54.6,0.537,1.59,22.4,10.5
44.6875,715,17.4,3.71,3.67,4.42,54.3,0.546,1.34,36.2,10.5
44.75,716,19.4,3.86,4.33,4.59,54.2,0.556,1.43,66.9,10.5
44.8125,717,20.4,4.02,4.14,4.69,54.1,0.561,1.37,87,10.5
44.875,718,19.3,3.86,3.32,4.33,53.9,0.55,1.45,95.3,10.5
44.9375,719,18.3,3.86,4.14,4.73,54.4,0.551,1.86,85.1,10.5
45,720,16.3,3.92,4.11,4.68,54.3,0.554,2.08,58.3,10.6
45.0625,721,16.6,3.64,3.58,4.34,53.9,0.545,1.86,35,10.6
45.125,722,18.1,3.85,4.01,4.1,54.2,0.561,1.6,60,10.5
45.1875,723,19,3.97,4.11,4.3,54,0.568,1.46,92.5,10.5
45.25,724,17.5,3.76,5.01,4.21,54.1,0.546,1.55,92.9,10.5
45.3125,725,15.6,3.66,5.25,4.6,54.2,0.555,1.78,86.1,10.5
45.375,726,15.2,3.84,4.72,4.72,54.1,0.563,1.85,78.2,10.5
45.4375,727,17.3,4.04,4.71,4.43,54.4,0.548,1.61,60.1,10.5
45.5,728,18.3,3.95,4.72,4.94,53.9,0.543,1.3,66.6,10.6
45.5625,729,19,3.87,4.77,4.76,54,0.558,1.7,55.6,10.5
45.625,730,18.6,3.69,4.21,4.3,54.2,0.567,1.59,18.2,10.5
45.6875,731,16.1,3.95,4.25,4.28,54,0.548,1.74,68.6,10.5
45.75,732,17.3,3.94,4.49,4.92,54.2,0.559,1.84,89.7,10.5
45.8125,733,18,3.76,4.35,5.06,54.1,0.557,1.53,75.4,10.5
45.875,734,15.6,3.78,7.39,4.91,54.3,0.54,1.43,61.5,10.5
45.9375,735,14.7,3.67,9.84,4.62,54.3,0.561,1.49,42.4,10.5
46,736,15.7,3.91,7.56,4.31,53.8,0.565,1.37,13.2,10.5
46.0625,737,17.8,3.79,3.4,4.22,53.9,0.567,1.3,9.42,10.5
46.125,738,19.4,3.78,3.5,4.37,54.5,0.576,1.41,54.4,10.5
46.1875,739,20.2,3.88,3.06,4.87,54.1,0.554,1.49,81.9,10.5
46.25,740,22.9,3.83,2.9,4.47,53.8,0.546,1.5,85.7,10.5
46.3125,741,21,3.73,3.68,4.41,54.3,0.557,1.39,67.6,10.5
46.375,742,16.9,3.61,4.43,4.52,54.1,0.555,1.47,62.9,10.5
46.4375,743,17.8,3.78,6.44,4.62,54.2,0.552,1.6,57.8,10.5
46.5,744,19.7,4.02,8.7,4.93,54.2,0.556,1.82,25.6,10.5
46.5625,745,20.5,4.02,8.04,4.25,54.2,0.541,2.31,18.9,10.5
46.625,746,21,3.84,4.79,4.22,54.2,0.539,2.22,12.3,10.5
46.6875,747,21.3,3.85,3.24,4.52,53.9,0.572,1.36,6.91,10.5
46.75,748,21.1,4.05,3.81,4.44,54,0.56,1.22,59.3,10.5
46.8125,749,20.1,4.02,4.25,4.37,54,0.559,1.54,87.4,10.5
46.875,750,20,4.05,8.1,4.82,54.1,0.574,1.56,93.2,10.5
46.9375,751,19.1,4.03,12,4.98,54.2,0.547,1.45,91.8,10.5
47,752,16.9,3.79,9.89,4.56,54.1,0.549,1.48,70.8,10.5
47.0625,753,17.8,3.95,3.36,4.62,54,0.568,1.52,50.3,10.5
47.125,754,16.8,3.93,3.02,5.03,54.1,0.549,1.42,62.8,10.5
47.1875,755,17,3.72,4.44,4.65,53.9,0.547,1.4,52.8,10.5
47.25,756,17.9,3.78,12.8,4.12,53.9,0.551,1.47,23,10.5
47.3125,757,17.9,3.91,15.4,4.62,54.3,0.554,1.54,27.5,10.5
47.375,758,16.5,4.06,13.8,4.42,54.3,0.562,1.51,30.1,10.5
47.4375,759,17.1,4.04,12.4,4.63,54.1,0.557,1.45,27.1,10.5
47.5,760,19.6,3.78,8.71,4.84,53.9,0.56,1.54,22,10.5
47.5625,761,18.7,3.66,10.2,4.39,54.1,0.551,1.63,15.8,10.5
47.625,762,19.1,3.86,11,4.48,54.5,0.546,1.59,9.9,10.5
47.6875,763,20.8,3.91,11.6,4.47,54,0.56,1.59,5.54,10.5
47.75,764,20.9,3.85,9.93,4.11,54,0.565,1.7,7.18,10.5
47.8125,765,17.6,3.84,3.88,4.59,54.1,0.555,1.78,11.3,10.5
47.875,766,13.9,3.88,3.33,4.71,53.9,0.549,1.67,10.5,10.5
